id,type,max_velocity,min_velocity,mean_velocity,max_acceleration,min_acceleration,mean_acceleration,rapid_acceleration_count,occupy_count,overspeed_count,lane_change_count,consecutive_lane_changes_count,Cluster,Distance_to_Center
197085,-1,3.89527,1.1699878,2.5326289,5.4505644,5.4505644,5.4505644,1,0.0,0.0,0,0.0,0,2.037025861191575
197644,-1,3.7846086,0.82210994,2.53098518,4.32825412,1.5967431999999997,2.96249866,1,0.0,0.0,0,0.0,0,1.712851849916279
198199,-1,4.7178516,1.9650408,3.6888498,4.837232400000001,0.6683892,2.7528108000000007,1,0.0,0.0,0,0.0,0,1.8496927664032328
199082,-1,3.2695115,0.58921933,2.32995441,5.083826139999999,0.2767582000000006,2.68029217,1,0.0,0.0,0,0.0,0,2.26672587349914
199354,-1,4.9853425,1.2990491,3.2953752,4.6053698,2.767217,3.6862934,1,0.0,0.0,0,0.0,0,0.9377398057670512
199420,-1,4.7539234,1.5681823,3.16105285,6.371482199999999,6.371482199999999,6.371482199999999,1,0.0,0.0,0,0.0,0,2.4366841116137543
199474,-1,3.1585581,1.4281375,2.004944366666667,3.4608412,0.0,1.7304206,1,0.0,0.0,1,0.0,0,4.117837693421715
199475,-1,5.980048,1.7118584,3.861014133333333,4.3585552,4.177824,4.2681896,2,0.0,0.0,0,0.0,0,2.055325783719314
200413,-1,4.96502,1.9131405,3.9016582,3.7006236,0.0,2.0345863333333334,1,0.0,0.0,0,0.0,0,2.295613617481762
200453,-1,6.590092,1.1947712,3.967746500000001,5.847210200000001,4.9434314,5.3953208,2,0.0,0.0,0,0.0,0,2.1605235926785538
201859,-1,3.167918,1.4270943,2.29750615,3.4816473999999995,3.4816473999999995,3.4816473999999995,1,0.0,0.0,0,0.0,0,1.927274773503606
201964,-1,3.7394347,0.6648953,2.474252133333333,4.7070622,1.4420165999999996,3.0745394,1,0.0,0.0,0,0.0,0,1.7951648880294675
201992,-1,5.09267,1.1254128,3.0229771666666667,4.4836426000000005,3.4508717999999994,3.9672572,2,0.0,0.0,0,0.0,0,1.79042588433398
203664,-1,4.2549586,0.5482898,2.27038045,6.3633876,0.0,2.471112533333333,1,0.0,0.0,0,0.0,0,2.2279985820892194
203697,-1,3.8253186,0.78883666,2.652290186666667,5.10775728,0.9652066,3.0364819400000003,1,0.0,0.0,0,0.0,0,1.7027057683452778
203763,-1,6.228666,1.6705903,5.08263878,7.2023554,0.0051111999999999,2.27903785,1,0.0,0.0,0,0.0,0,2.143827524110851
204044,-1,3.7347138,0.59542423,3.011951126,5.50469714,-0.0642710000000006,1.5419211350000002,1,0.0,0.0,0,0.0,0,2.375084147284687
204126,-1,4.4422264,0.7066492,3.5762964600000005,6.3319624,-0.0048341999999994,1.8665800500000005,1,0.0,0.0,0,0.0,0,2.0449339405026605
204141,-1,4.504201,1.1249675,2.9324981666666665,4.086717,2.6717500000000003,3.3792335,1,0.0,0.0,0,0.0,0,1.2468013644179718
205215,-1,3.8609433,1.0487418,2.45484255,5.624403000000001,5.624403000000001,5.624403000000001,1,0.0,0.0,0,0.0,0,2.1641351497183834
205927,-1,4.062691,1.4203323,2.3011185333333333,5.2847174,0.0,2.6423587,1,0.0,0.0,0,0.0,0,2.0084163739571737
206155,-1,5.926786,1.2991145,4.136016000000001,7.766066,1.4892769999999995,4.6276715,1,0.0,0.0,0,0.0,0,1.0387471161080544
206166,-1,4.6960673,0.7259919,3.2689214200000003,3.7280794,0.5724026000000002,1.9850377,1,0.0,0.0,0,0.0,0,2.0468664848286355
206637,-1,5.5806766,1.561109,3.983226466666667,6.493569600000001,1.5455655999999998,4.0195676,1,0.0,0.0,0,0.0,0,0.94598764651518
206711,-1,3.9352214,0.6746574,2.49973795,4.226794,0.3679728000000004,2.173709333333333,1,0.0,0.0,0,0.0,0,2.217055692476779
206749,-1,3.52491,1.5157223,2.52031615,4.0183754,4.0183754,4.0183754,1,0.0,0.0,0,0.0,0,1.7680421945798932
206949,-1,3.5953922,0.89240444,2.136170813333333,3.3493528,2.05662272,2.70298776,1,0.0,0.0,0,0.0,0,2.016706797469328
207137,-1,4.1028476,0.6311016,2.2125008,4.398588799999999,2.5449032,3.471746,1,0.0,0.0,0,0.0,0,1.747569885949348
207412,-1,3.4364383,1.6021928,2.51931555,3.668491,3.668491,3.668491,1,0.0,0.0,0,0.0,0,1.837090122116343
208038,-1,5.402815,1.1381578,3.7504760666666654,7.1445952,1.384719200000001,4.2646572,1,0.0,0.0,0,0.0,0,0.8633248729442639
208130,-1,3.5062242,0.7069655,2.2784033000000004,3.8301094,1.768408,2.7992587,1,0.0,0.0,0,0.0,0,2.0015993644188104
208148,-1,4.188165,0.8527358,2.935825975,3.6567854,0.3337807999999995,2.2236194666666664,1,0.0,0.0,0,0.0,0,2.087178022074192
208165,-1,3.3074338,0.5309256,2.4892471,4.5982328,0.0376935999999998,1.8510054666666669,1,0.0,0.0,0,0.0,0,2.530205336260446
208342,-1,5.1258473,0.5501108,2.0753563,9.151473,0.0,4.5757365000000005,1,0.0,0.0,0,0.0,0,2.292137353092356
208378,-1,5.911706,1.0040522,3.915831275,4.795022400000001,1.131404999999999,3.2717692,2,0.0,0.0,0,0.0,0,1.8877358204823929
208584,-1,3.3660772,0.9962049,2.18114105,4.7397446,4.7397446,4.7397446,1,0.0,0.0,0,0.0,0,2.002570432888279
209140,-1,4.0578003,0.94263434,3.044921585,4.43357992,0.0759458000000012,2.0767773066666666,1,0.0,0.0,0,0.0,0,2.055275138511325
209460,-1,4.7187505,1.1665667,2.3506279666666665,7.1043676,0.0,3.5521838,1,0.0,0.0,0,0.0,0,1.7421606788721655
209621,-1,5.7247133,1.2392936,3.8413453,6.6414708000000005,2.3293686000000005,4.4854197000000005,1,0.0,0.0,0,0.0,0,0.6263612797865369
209817,-1,3.75433,1.5970565,2.67569325,4.314546999999999,4.314546999999999,4.314546999999999,1,0.0,0.0,0,0.0,0,1.7386684276140738
209914,-1,2.8970783,0.93337566,2.1608058866666666,3.43717608,0.4902291999999999,1.96370264,1,0.0,0.0,0,0.0,0,2.5068203186571623
210427,-1,4.8363366,0.6301792,3.4989655,6.4781932,0.3525323999999994,2.804104933333333,1,0.0,0.0,0,0.0,0,1.718428399020181
210508,-1,3.4510784,1.3513879,2.131686933333333,3.7169678,0.4824131999999999,2.0996905000000003,1,0.0,0.0,0,0.0,0,2.299719533705775
211168,-1,7.154541,1.1843956,5.153844425,8.093778,0.218769,3.980096933333333,2,0.0,0.0,0,0.0,0,2.425164501098501
211801,-1,4.1715026,0.84198475,2.506743675,6.6590357,6.6590357,6.6590357,1,0.0,0.0,0,0.0,0,2.7724945619727617
212306,-1,3.7085266,0.7048256,2.3155324,3.6568388,2.3505632,3.003701,1,0.0,0.0,0,0.0,0,1.911327707955276
212327,-1,4.184397,0.8881283,3.1915694199999995,3.6476564,-0.0680619999999994,1.63111885,1,0.0,0.0,0,0.0,0,2.3139278084689088
212390,-1,4.361881,0.87703675,2.6194588750000003,6.9696885,6.9696885,6.9696885,1,0.0,0.0,0,0.0,0,2.929806963762566
212435,-1,4.6007705,0.77475566,3.4394985900000004,6.18891008,0.1750260000000008,2.5506765600000003,1,0.0,0.0,0,0.0,0,1.7539507429052523
212729,-1,7.0512376,1.4385114,4.328973666666667,6.117321199999999,5.108131200000001,5.6127262,2,0.0,0.0,0,0.0,0,2.362490232127083
213164,-1,6.04136,0.96119434,4.886944648,9.09820212,-0.2054989999999996,2.47418383,1,0.0,0.0,0,0.0,0,2.2277656358384896
213265,-1,4.6648693,0.42789802,2.169580573333333,6.4977898000000005,1.97615276,4.236971280000001,1,0.0,0.0,0,0.0,0,1.731373680067221
214112,-1,6.5239277,1.182792,4.9766425,6.8781608,0.2737654000000002,2.67056785,2,0.0,0.0,0,0.0,0,2.320412889203444
214175,-1,4.6269913,0.88242406,3.295429453333333,6.98889788,0.5002366000000009,3.74456724,1,0.0,0.0,0,0.0,0,1.3921462712018575
214474,-1,3.940174,2.046261,2.9932175,3.787826,3.787826,3.787826,1,0.0,0.0,0,0.0,0,1.9625422343795
216637,-1,3.480401,0.65649337,2.5478492175,4.49860926,0.4858130000000003,1.8826050866666668,1,0.0,0.0,0,0.0,0,2.298030243106246
216761,-1,5.0662956,1.8012912,3.4337934,6.5300088,6.5300088,6.5300088,1,0.0,0.0,0,0.0,0,2.610961932565933
217126,-1,4.64697,0.96067905,2.8411819166666668,3.9104353,3.4621466,3.68629095,2,0.0,0.0,0,0.0,0,1.9841607858149477
217253,-1,4.7972755,1.8856565,3.732256766666666,5.256363599999999,0.5668743999999997,2.9116189999999995,1,0.0,0.0,0,0.0,0,1.7299333651481008
217941,-1,4.197631,0.68766576,3.06657009,5.29115088,0.2997772000000012,2.339976826666667,1,0.0,0.0,0,0.0,0,1.9393792015464544
218003,-1,4.3513594,0.72316223,2.981249543333333,6.29212954,0.9642647999999996,3.62819717,1,0.0,0.0,0,0.0,0,1.4304005804237037
218031,-1,3.7064872,0.4549395,2.80241388,4.1958734,-0.0076164000000007,1.62386975,1,0.0,0.0,1,0.0,0,4.070711349693036
218183,-1,3.6908393,1.0988669,2.7391962,4.658031,0.5259137999999997,2.5919724,1,0.0,0.0,0,0.0,0,1.843171074491752
218435,-1,3.7012086,0.77106327,2.236135935,5.86029066,5.86029066,5.86029066,1,0.0,0.0,0,0.0,0,2.454882388433885
218493,-1,4.007514,0.8130626,2.509881375,4.014409000000001,0.7888745999999989,2.1296342666666663,1,0.0,0.0,1,0.0,0,3.77357388104268
218583,-1,4.218215,1.1470737,2.8277223,3.941609,2.2006736,3.0711413,1,0.0,0.0,0,0.0,0,1.4137408286511894
218869,-1,4.0676517,0.72514856,3.15695784,6.16050748,0.0760457999999992,2.2283354266666664,1,0.0,0.0,0,0.0,0,1.982986004698656
219045,-1,6.7205315,1.0864103,4.88007988,5.630240000000001,0.1301823999999989,2.8170606,2,0.0,0.0,0,0.0,0,2.3541014776146003
219066,-1,3.892162,1.9890171,2.94058955,3.8062898,3.8062898,3.8062898,1,0.0,0.0,0,0.0,0,1.9225124368181483
219223,-1,4.0611815,0.7771887,2.4191851,6.5679856,6.5679856,6.5679856,1,0.0,0.0,1,0.0,0,4.197779506180789
219644,-1,3.981498,0.81284595,2.397171975,6.337304100000001,6.337304100000001,6.337304100000001,1,0.0,0.0,0,0.0,0,2.6264063644344424
219677,-1,4.2381783,0.7853203,2.3640074,4.339309400000001,2.5664066,3.4528580000000004,1,0.0,0.0,0,0.0,0,1.5662174007559118
380596,-1,6.3307557,0.96407276,4.379131665,6.2690608800000005,0.4153213999999998,3.577788626666667,2,0.0,0.0,0,0.0,0,2.0504614189157744
380679,-1,5.57367,1.1231722,2.9573664666666666,6.7968256,2.10417,4.4504978,1,0.0,0.0,0,0.0,0,0.8007477704852921
381020,-1,4.8266735,1.5025103,3.1645919,6.6483264,6.6483264,6.6483264,1,0.0,0.0,0,0.0,0,2.5974715402353623
382670,-1,6.794631,1.2094775,4.1008773,6.178091799999999,4.9922152,5.5851535,2,0.0,0.0,0,0.0,0,2.2346709998418683
383561,-1,6.710768,1.4355671,4.298973866666667,6.6300388,3.920363,5.2752009,2,0.0,0.0,0,0.0,0,1.9588290906867016
383990,-1,3.3006072,0.9508309,2.12571905,4.6995526,4.6995526,4.6995526,1,0.0,0.0,0,0.0,0,2.039056417899068
385857,-1,5.228061,2.4230607,3.825560850000001,5.6100006,5.6100006,5.6100006,1,0.0,0.0,0,0.0,0,2.620454268132751
386923,-1,3.9971604,1.6949043,2.84603235,4.6045122,4.6045122,4.6045122,1,0.0,0.0,0,0.0,0,1.7669403722590409
387945,-1,4.7578926,0.92550665,3.80188777,6.0633759,-0.1185797999999991,1.886548025,1,0.0,0.0,0,0.0,0,1.9518639944363745
388089,-1,4.4567475,0.84893143,2.4563540766666665,4.786728399999999,2.42890374,3.60781607,1,0.0,0.0,0,0.0,0,1.3678780301935842
388781,-1,3.7333417,1.3955301,3.102411,4.355141400000001,0.0513405999999996,1.5585410666666668,1,0.0,0.0,1,0.0,0,3.863879278348602
389830,-1,4.212422,1.0718664,2.6421442,6.2811112,6.2811112,6.2811112,1,0.0,0.0,0,0.0,0,2.4484537185121367
390490,-1,5.8573256,1.0746529,4.34965825,7.1466852,0.0773331999999999,3.188448466666667,1,0.0,0.0,0,0.0,0,1.6043314272465283
390999,-1,4.2508154,1.2031494,2.7269824,6.095331999999999,6.095331999999999,6.095331999999999,1,0.0,0.0,0,0.0,0,2.3026880455874204
391886,-1,2.9566064,1.1328777,2.04474205,3.6474574,3.6474574,3.6474574,1,0.0,0.0,0,0.0,0,2.0289527288407987
392191,-1,4.972058,1.6663371,3.31919755,6.6114418,6.6114418,6.6114418,1,0.0,0.0,0,0.0,0,2.6098782169425303
393235,-1,3.847198,1.6313478,2.7392729,4.4317004,4.4317004,4.4317004,1,0.0,0.0,0,0.0,0,1.742329654642316
393248,-1,4.980307,1.54728,3.2637935,6.866054,6.866054,6.866054,1,0.0,0.0,0,0.0,0,2.7457150644136568
393635,-1,4.1811867,0.91095567,2.97985229,5.872917660000001,0.6675443999999988,3.27023103,1,0.0,0.0,0,0.0,0,1.4824836471825034
393874,-1,5.7714663,1.3827407,3.439656433333333,5.213408,3.5640432,4.3887256,2,0.0,0.0,0,0.0,0,1.6977759154321268
394596,-1,8.23003,1.7336922,5.74234805,6.9382816,0.8543859999999981,4.330891866666666,2,0.0,0.0,0,0.0,0,2.752029429940767
394619,-1,6.971188,1.3151335,4.391551166666667,7.146397,4.165711999999999,5.6560545,2,0.0,0.0,0,0.0,0,2.12065408468016
394947,-1,4.2277646,1.0152395,2.8202499666666667,4.405012599999999,2.020037600000001,3.2125251,1,0.0,0.0,0,0.0,0,1.339481154633504
396094,-1,4.045821,0.44692135,1.98770275,5.1509102,2.0468891,3.59889965,1,0.0,0.0,0,0.0,0,1.9275935004581888
397327,-1,3.1666276,1.4354752,2.3010514,3.4623048,3.4623048,3.4623048,1,0.0,0.0,0,0.0,0,1.931536232212662
397601,-1,7.2527146,1.268433,5.45047205,9.679572,0.1603860000000008,3.9895210666666654,1,0.0,0.0,0,0.0,0,2.3491671815749515
398292,-1,3.5135348,1.6878623,2.60069855,3.651345,3.651345,3.651345,1,0.0,0.0,0,0.0,0,1.8457165835336755
398719,-1,4.417217,1.6442931,3.6374935,4.900413,0.0465053999999991,1.8486159333333327,1,0.0,0.0,0,0.0,0,2.04789357354226
399231,-1,4.0076056,0.6262681,2.31693685,6.762675,6.762675,6.762675,1,0.0,0.0,0,0.0,0,2.9783404029841885
400796,-1,5.0198274,2.0662394,3.5430334,5.907175999999999,5.907175999999999,5.907175999999999,1,0.0,0.0,0,0.0,0,2.4191572242399086
401821,-1,4.2814307,1.1368437,2.7091372,6.289173999999999,6.289173999999999,6.289173999999999,1,0.0,0.0,0,0.0,0,2.426695377406751
403918,-1,4.1193924,1.7470838,2.9332381,4.7446172,4.7446172,4.7446172,1,0.0,0.0,0,0.0,0,1.8028898351249405
406492,-1,3.5721383,0.9833209,2.6172302333333337,4.625821200000001,0.5518136,2.5888174000000004,1,0.0,0.0,0,0.0,0,1.9199911331466384
408394,-1,3.3162236,1.4065912,2.3614074,3.8192648,3.8192648,3.8192648,1,0.0,0.0,0,0.0,0,1.832908897194229
409438,-1,6.505613,1.5846617,4.2989578,6.443874000000001,3.3980286,4.9209513000000005,2,0.0,0.0,0,0.0,0,1.852699760558328
410565,-1,6.369898,1.0111942,3.887853966666667,6.542551,4.1748566,5.3587038,2,0.0,0.0,0,0.0,0,1.9348119892997524
410793,-1,4.1154184,1.0656234,2.5905209,6.099590000000001,6.099590000000001,6.099590000000001,1,0.0,0.0,0,0.0,0,2.3595153653219865
410831,-1,5.0516815,1.0325242,3.0543468333333337,4.0926212,3.9456934,4.0191573,2,0.0,0.0,0,0.0,0,1.943415373567384
410965,-1,4.2357163,0.712704,3.162668075,5.72826,0.2205966000000003,2.348674866666667,1,0.0,0.0,0,0.0,0,1.9033522067675923
411327,-1,4.161317,0.77475536,3.178684715,6.06136588,-0.376177600000001,2.1323152266666665,1,0.0,0.0,0,0.0,0,2.124392413946099
412416,-1,6.2979198,0.94089806,4.30843862,9.49119988,1.2228435999999991,5.35702174,1,0.0,0.0,0,0.0,0,1.7122269510076042
413304,-1,3.9721475,1.599641,2.78589425,4.745013,4.745013,4.745013,1,0.0,0.0,0,0.0,0,1.7686053643393518
413449,-1,4.336107,0.6418388,3.0828007,4.9339896,0.183367200000001,2.462845466666667,1,0.0,0.0,0,0.0,0,1.98991442709848
415206,-1,3.6796472,1.5063187,2.59298295,4.346657,4.346657,4.346657,1,0.0,0.0,0,0.0,0,1.7406109946138706
415404,-1,4.9474316,0.9606792,3.1925454,5.167802399999999,0.4488912000000002,2.657834933333333,1,0.0,0.0,0,0.0,0,1.5888156317376088
415887,-1,5.221157,0.9928298,3.6583228,7.5363036,0.9203507999999996,4.2283272,1,0.0,0.0,0,0.0,0,1.1353377099406032
415909,-1,3.9491544,0.92984855,2.439501475,6.0386117,6.0386117,6.0386117,1,0.0,0.0,0,0.0,0,2.408074357270228
936102,-1,3.4745104,1.4779923,2.47625135,3.9930362000000006,3.9930362000000006,3.9930362000000006,1,0.0,0.0,0,0.0,0,1.778301067462083
936175,-1,6.879619,1.2527422,4.9252509,7.7469956,0.8744332000000004,3.7512512,1,0.0,0.0,0,0.0,0,1.613045045630708
936263,-1,3.1982276,0.91315645,2.055692025,4.5701423000000005,4.5701423000000005,4.5701423000000005,1,0.0,0.0,0,0.0,0,2.070467630351972
936484,-1,5.9855633,0.9540439,4.050808733333334,8.517550199999999,1.5454886000000003,5.0315194,1,0.0,0.0,0,0.0,0,1.289103133922047
936540,-1,7.3180575,1.3809952,5.587705425,9.9641096,-0.0586769999999994,3.9384825333333335,1,0.0,0.0,0,0.0,0,2.531959681389715
936654,-1,5.188911,1.0456264,3.346227966666666,5.5170402,2.7695290000000004,4.1432846,1,0.0,0.0,0,0.0,0,0.732711888472107
936809,-1,5.2578664,1.0207045,3.406385033333333,5.8397594,2.6345644000000004,4.2371619,1,0.0,0.0,0,0.0,0,0.685628681834501
936915,-1,4.6269417,0.59561354,2.9159029466666664,5.85908012,2.2035762,4.031328159999999,1,0.0,0.0,0,0.0,0,1.2917354517856363
937041,-1,3.369292,1.4053376,2.3873148,3.9279088,3.9279088,3.9279088,1,0.0,0.0,0,0.0,0,1.8093285763991251
937149,-1,3.7651942,0.6860139,2.77779015,4.498724200000001,0.0812353999999997,2.0527868666666667,1,0.0,0.0,0,0.0,0,2.253421768526051
937156,-1,4.6587863,2.0960705,3.359412825,5.1254316,-0.1441245999999996,1.6604356666666666,1,0.0,0.0,0,0.0,0,2.4376321456160066
937226,-1,6.955715,1.2051367,5.107291683333333,6.6880312,0.1486640000000001,2.3002313199999995,2,0.0,0.0,0,0.0,0,2.50425124189733
937361,-1,4.5945816,1.0820086,3.194536833333333,5.6500234,1.3751225999999992,3.512573,1,0.0,0.0,0,0.0,0,1.0474080555079024
937479,-1,8.118986,1.6049978,5.3348828,8.2662292,0.4893099999999997,4.3426588,2,0.0,0.0,0,0.0,0,2.6887673994674017
937574,-1,7.126481,1.3219113,5.51765858,7.5209008,-0.0393647999999995,2.89244365,2,0.0,0.0,0,0.0,0,2.642099303106033
